Inventarisnr.,,,Inv.srt,,Omschrijving,,Terminal-ID,,Straat,Thv,CBS,Wijk,Sector A,Sector B,Sector C,,Sector D,X-Coord.,Y-Coord.,Voeding,ICS,Online,Type,ESN no,Cr Callno,Sleutel,GSM,Deelgem.,Deelgem niveau,Man nr,Status,Mutdatum,Door user,Inv.status
FT375,,,FT,,Fietstrommel,,,,RANDWG,79,,,,,,,,51.891658782959,4.51243019104004,,,,,,,,,Feijenoord,,,A,13-07-2010,BEHEER-STZ,
FT376,,,FT,,Fietstrommel,,,,HILLEVLIET,68,,,,,,,,51.8961296081543,4.50534009933472,,,,,,,,,Feijenoord,,,A,07-06-2009,Conversie,
FT377,,,FT,,Fietstrommel,,,,DONKERSLOOTSTR,135,,,,,,,,51.8914985656738,4.51686000823975,,,,,,,,,Feijenoord,,,A,13-07-2010,BEHEER-STZ,
FT378,,,FT,,Fietstrommel,,,,BEYERLANDSELN,15,,,,,,,,51.8989105224609,4.51034021377564,,,,,,,,,Feijenoord,,,A,13-07-2010,STREPE,
FT379,,,FT,,Fietstrommel,,,,STREVELSWG,194,,,,,,,,51.889461517334,4.49788999557495,,,,,,,,,Feijenoord,,,A,13-07-2010,BEHEER-STZ,
FT38,,,FT,,Fietstrommel,,,,R FRUINSTR,45,,,,,,,,51.9149208068848,4.45592021942139,,,,,,,,,Delfshaven,,,A,07-06-2009,Conversie,
FT380,,,FT,,Fietstrommel,,,,STREVELSWG,192,,,,,,,,51.889461517334,4.49797010421753,,,,,,,,,Feijenoord,,,A,13-07-2010,STREPE,
FT381,,,FT,,Fietstrommel,,,,STREVELSWG,91,,,,,,,,51.8896102905273,4.50036001205444,,,,,,,,,Feijenoord,,,A,14-07-2010,BEHEER-STZ,
FT382,,,FT,,Fietstrommel,,,,SLEEPHELLINGSTR,12,,,,,,,,51.9117584228516,4.49102020263672,,,,,,,,,Feijenoord,,,A,14-07-2010,STREPE,
FT383,,,FT,,Fietstrommel,,,,MAASKD,82,,,,,,,,51.9143409729004,4.49462985992432,,,,,,,,,Feijenoord,,,A,07-06-2009,Conversie,
FT384,,,FT,,Fietstrommel,,,,MAASKD,155,,,,,,,,51.9113616943359,4.48966979980469,,,,,,,,,Feijenoord,,,A,14-07-2010,STREPE,
FT385,,,FT,,Fietstrommel,,,,MAASKD,158,,,,,,,,51.9111785888672,4.48942995071411,,,,,,,,,Feijenoord,,,A,14-07-2010,BEHEER-STZ,
FT386,,,FT,,Fietstrommel,,,,MAASKD,160,,,,,,,,51.9110488891602,4.48928022384644,,,,,,,,,Feijenoord,,,A,07-06-2009,Conversie,
FT387,,,FT,,Fietstrommel,,,,RANDWG,148,,,,,,,,51.8906707763672,4.51438999176025,,,,,,,,,Feijenoord,,,A,14-07-2010,BEHEER-STZ,
FT388,,,FT,,Fietstrommel,,,,PR HENDRIKLN,30,,,,,,,,51.9109306335449,4.49062013626099,,,,,,,,,Feijenoord,,,A,14-07-2010,STREPE,
FT389,,,FT,,Fietstrommel,,,,PR HENDRIKKD,89,,,,,,,,51.9130783081055,4.49467992782593,,,,,,,,,Feijenoord,,,A,14-07-2010,BEHEER-STZ,
FT39,,,FT,,Fietstrommel,,,,ZWAERDECROONSTR,20,,,,,,,,51.9129295349121,4.46259021759033,,,,,,,,,Delfshaven,,,A,07-06-2009,Conversie,
FT390,,,FT,,Fietstrommel,,,,PR HENDRIKKD,114,,,,,,,,51.9117202758789,4.49388980865479,,,,,,,,,Feijenoord,,,A,14-07-2010,STREPE,
FT391,,,FT,,Fietstrommel,,,,LANGENHORST,255,,,,,,,,51.8748512268066,4.4942798614502,,,,,,,,,Charlois,,,A,14-07-2010,BEHEER-STZ,
FT392,,,FT,,Fietstrommel,,,,MOERKERKESTR,55,,,,,,,,51.8928413391113,4.49224996566772,,,,,,,,,Charlois,,,A,14-07-2010,STREPE,
FT393,,,FT,,Fietstrommel,,,,GRUTTOSTR,55,,,,,,,,51.8885612487793,4.46981000900269,,,,,,,,,Charlois,,,A,14-07-2010,BEHEER-STZ,
FT394,,,FT,,Fietstrommel,,,,GEERVLIETSTR,9,,,,,,,,51.8951187133789,4.48945999145508,,,,,,,,,Charlois,,,A,14-07-2010,STREPE,
FT395,,,FT,,Fietstrommel,,,,WEVERSHOEKSTR,37,,,,,,,,51.8897895812988,4.49259996414185,,,,,,,,,Charlois,,,A,14-07-2010,BEHEER-STZ,
FT396,,,FT,,Fietstrommel,,,,BOERGOENSESTR,66,,,,,,,,51.892520904541,4.47256994247437,,,,,,,,,Charlois,,,A,14-07-2010,STREPE,
FT397,,,FT,,Fietstrommel,,,,ZEGENSTR,89,,,,,,,,51.8880081176758,4.46783018112183,,,,,,,,,Charlois,,,A,14-07-2010,BEHEER-STZ,
FT398,,,FT,,Fietstrommel,,,,DAWESWG,20,,,,,,,,51.9622116088867,4.54393005371094,,,,,,,,,Omoord,,,A,14-07-2010,STREPE,
FT399,,,FT,,Fietstrommel,,,,SCHIELN,23,,,,,,,,51.943790435791,4.42196989059448,,,,,,,,,Overschie,,,A,14-07-2010,BEHEER-STZ,
FT4,,,FT,,Fietstrommel,,,,ESSENBURGSNGL,16B,,,,,,,,51.9228706359863,4.46053981781006,,,,,,,,,Delfshaven,,,A,06-07-2010,STREPE,
FT40,,,FT,,Fietstrommel,,,,SCHIETBAANLN,128,,,,,,,,51.9156799316406,4.45581007003784,,,,,,,,,Delfshaven,,,A,07-06-2009,Conversie,
FT400,,,FT,,Fietstrommel,,,,J LIGTHARTSTR,61,,,,,,,,51.8857307434082,4.49703979492188,,,,,,,,,Feijenoord,,,A,14-07-2010,STREPE,
FT401,,,FT,,Fietstrommel,,,,YSCLUBSTR,69,,,,,,,,51.9289703369141,4.50684022903442,,,,,,,,,Kralingen/Crooswijk,,,A,14-07-2010,BEHEER-STZ,
FT402,,,FT,,Fietstrommel,,,,2E JERICHOSTR,11,,,,,,,,51.9314613342285,4.50633001327515,,,,,,,,,Kralingen/Crooswijk,,,A,26-07-2011,OOMEBE,
FT403,,,FT,,Fietstrommel,,,,ESSENLN,16,,,,,,,,51.9228706359863,4.46053981781006,,,,,,,,,Kralingen/Crooswijk,,,A,14-07-2010,BEHEER-STZ,
FT404,,,FT,,Fietstrommel,,,,TAXUSSTR,3b,,,,,,,,51.9306411743164,4.50654983520508,,,,,,,,,Kralingen/Crooswijk,,,A,14-07-2010,STREPE,
FT405,,,FT,,Fietstrommel,,,,R BAELDESTR,62,,,,,,,,51.9241600036621,4.50506019592285,,,,,,,,,Kralingen/Crooswijk,,,A,07-06-2009,Conversie,
FT406,,,FT,,Fietstrommel,,,,GOUDSE RYWG,701,,,,,,,,51.9280891418457,4.4890398979187,,,,,,,,,Kralingen/Crooswijk,,,A,14-07-2010,STREPE,
FT407,,,FT,,Fietstrommel,,,,P POTTERSTR,30,,,,,,,,51.9240188598633,4.50865983963013,,,,,,,,,Kralingen/Crooswijk,,,A,14-07-2010,BEHEER-STZ,
FT408,,,FT,,Fietstrommel,,,,TAXUSSTR,3b,,,,,,,,51.9306411743164,4.50654983520508,,,,,,,,,Kralingen/Crooswijk,,,A,14-07-2010,STREPE,
FT409,,,FT,,Fietstrommel,,,,NOORDERHAVENKD,65,,,,,,,,51.9339294433594,4.45963001251221,,,,,,,,,Noord,,,A,14-07-2010,BEHEER-STZ,
FT41,,,FT,,Fietstrommel,,,,W BUYTEWECHSTR,120,,,,,,,,51.9066505432129,4.45743989944458,,,,,,,,,Delfshaven,,,A,07-06-2009,Conversie,
FT410,,,FT,,Fietstrommel,,,,2E JERICHOSTR,15 B,,,,,,,,51.9306488037109,4.50764989852905,,,,,,,,,Kralingen/Crooswijk,,,A,07-06-2009,Conversie,
FT411,,,FT,,Fietstrommel,,,,ZUIDHOEK,76,,,,,,,,,,,,,,,,,,Charlois,,,A,14-07-2010,BEHEER-STZ,
FT412,,,FT,,Fietstrommel,,,,ZUIDHOEK,269,,,,,,,,,,,,,,,,,,Charlois,,,A,14-07-2010,STREPE,
FT413,,,FT,,Fietstrommel,,,,JERICHOLN,63,,,,,,,,51.9308090209961,4.50675010681152,,,,,,,,,Kralingen/Crooswijk,,,A,14-07-2010,BEHEER-STZ,
FT414,,,FT,,Fietstrommel,,,,JERICHOLN,63,,,,,,,,51.9308090209961,4.50675010681152,,,,,,,,,Kralingen/Crooswijk,,,A,14-07-2010,STREPE,
FT415,,,FT,,Fietstrommel,,,,STATENSNGL,136,,,,,,,,51.9266510009766,4.45668983459473,,,,,,,,,Noord,,,A,14-07-2010,BEHEER-STZ,
FT416,,,FT,,Fietstrommel,,,,LUZACSTR,16,,,,,,,,51.9348411560059,4.46238994598389,,,,,,,,,Noord,,,A,14-07-2010,STREPE,
FT417,,,FT,,Fietstrommel,,,,BORSELAARSTR,19,,,,,,,,51.8921394348145,4.49203014373779,,,,,,,,,Charlois,,,A,26-01-2012,OOMEBE,
FT418,,,FT,,Fietstrommel,,,,AMELANDSEPLN,20,,,,,,,,51.8874015808106,4.48371982574463,,,,,,,,,Charlois,,,A,07-06-2009,Conversie,
FT419,,,FT,,Fietstrommel,,,,PLEINWG,197,,,,,,,,51.8919715881348,4.47798013687134,,,,,,,,,Charlois,,,A,07-06-2009,Conversie,
FT42,,,FT,,Fietstrommel,,,,W BUYTEWECHSTR,227,,,,,,,,51.9073791503906,4.45198011398315,,,,,,,,,Delfshaven,,,A,07-06-2009,Conversie,
FT420,,,FT,,Fietstrommel,,,,BERGSELN,76,,,,,,,,51.9391708374023,4.47642993927002,,,,,,,,,Noord,,,A,14-07-2010,STREPE,
FT421,,,FT,,Fietstrommel,,,,SONMANSSTR,138,,,,,,,,51.9324989318848,4.45989990234375,,,,,,,,,Noord,,,A,14-07-2010,BEHEER-STZ,
FT422,,,FT,,Fietstrommel,,,,SOURYSTR,50,,,,,,,,51.9341201782227,4.45844984054565,,,,,,,,,Noord,,,A,14-07-2010,STREPE,
FT423,,,FT,,Fietstrommel,,,,WILLEBRORDUSPLN,23,,,,,,,,51.9372291564941,4.47720003128052,,,,,,,,,Noord,,,A,14-07-2010,BEHEER-STZ,
FT424,,,FT,,Fietstrommel,,,,ZESTIENHOVENSEKD,5,,,,,,,,51.9408416748047,4.42292976379395,,,,,,,,,Overschie,,,A,07-06-2009,Conversie,
FT425,,,FT,,Fietstrommel,,,,BERGSE R ROTTEKD,hoek Prins Bernhard,,,,,,,,51.9458503723145,4.48958015441895,,,,,,,,,Hillegersberg,,,A,14-07-2010,BEHEER-STZ,
FT426,,,FT,,Fietstrommel,,,,PR MARGRIETLN,8,,,,,,,,51.9467506408691,4.4861102104187,,,,,,,,,Hillegersberg,,,A,07-06-2009,Conversie,
FT427,,,FT,,Fietstrommel,,,,BYLWERFFSTR,26 hoek statenweg,,,,,,,,51.9321594238281,4.45629978179932,,,,,,,,,Noord,,,A,14-07-2010,BEHEER-STZ,
FT428,,,FT,,Fietstrommel,,,,DORDTSELN,66,,,,,,,,51.8956108093262,4.49454021453857,,,,,,,,,Feijenoord,,,A,14-07-2010,STREPE,
FT429,,,FT,,Fietstrommel,,,,SCHALEKAMPPLN,onder Metrostation 25,,,,,,,,51.8850517272949,4.3815598487854,,,,,,,,,Pernis,,,A,14-07-2010,BEHEER-STZ,
FT43,,,FT,,Fietstrommel,,,,W BUYTEWECHSTR,213,,,,,,,,51.9071998596191,4.45334005355835,,,,,,,,,Delfshaven,,,A,07-06-2009,Conversie,
FT430,,,FT,,Fietstrommel,,,,SCHALEKAMPPLN,onder Metrostation 25,,,,,,,,51.8850517272949,4.3815598487854,,,,,,,,,Pernis,,,A,14-07-2010,STREPE,
FT431,,,FT,,Fietstrommel,,,,HOGERBEETSSTR,13,,,,,,,,51.9272308349609,4.45841979980469,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT432,,,FT,,Fietstrommel,,,,HOGERBEETSSTR,13,,,,,,,,51.9272308349609,4.45841979980469,,,,,,,,0629476693,Noord,,,A,14-07-2010,STREPE,
FT433,,,FT,,Fietstrommel,,,,NOORDERHAVENKD,111,,,,,,,,51.9330902099609,4.46036005020142,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT434,,,FT,,Fietstrommel,,,,PROVENIERSPLN,3,,,,,,,,51.9263000488281,4.46909999847412,,,,,,,,,Noord,,,A,22-02-2012,OOMEBE,
FT435,,,FT,,Fietstrommel,,,,PAETSSTR,4,,,,,,,,51.9275817871094,4.4585599899292,,,,,,,,0629476740,Noord,,,A,14-07-2010,BEHEER-STZ,
FT436,,,FT,,Fietstrommel,,,,SCHIEWG,61,,,,,,,,51.9318809509277,4.46706008911133,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT437,,,FT,,Fietstrommel,,,,UNGERPLN,15,,,,,,,,51.9289398193359,4.47187995910645,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT438,,,FT,,Fietstrommel,,,,WALENBURGERWG,120,,,,,,,,51.9265899658203,4.46346998214722,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT439,,,FT,,Fietstrommel,,,,DORDTSELN,64,,,,,,,,51.8956604003906,4.49455976486206,,,,,,,,,Feijenoord,,,A,07-06-2009,Conversie,
FT44,,,FT,,Fietstrommel,,,,W BUYTEWECHSTR,50,,,,,,,,51.9072914123535,4.46036005020142,,,,,,,,,Delfshaven,,,A,06-07-2010,STREPE,
FT440,,,FT,,Fietstrommel,,,,HENEGOUWERPLN,2,,,,,,,,51.9213409423828,4.4628701210022,,,,,,,,,Delfshaven,,,A,07-06-2009,Conversie,
FT441,,,FT,,Fietstrommel,,,,HENEGOUWERPLN,2,,,,,,,,51.9213409423828,4.4628701210022,,,,,,,,,Delfshaven,,,A,07-06-2009,Conversie,
FT442,,,FT,,Fietstrommel,,,,BREEWG,16,,,,,,,,51.8907012939453,4.51857995986939,,,,,,,,,Feijenoord,,,A,07-06-2009,Conversie,
FT443,,,FT,,Fietstrommel,,,,BAKKERSTR, 29/31,,,,,,,,51.8856010437012,4.46327018737793,,,,,,,,,Charlois,,,A,14-07-2010,BEHEER-STZ,
FT444,,,FT,,Fietstrommel,,,,BENTINCKLN,29,,,,,,,,51.8917999267578,4.48969984054565,,,,,,,,,Noord,,,A,14-07-2010,STREPE,
FT445,,,FT,,Fietstrommel,,,,RIEKEROORD,21,,,,,,,,51.8830718994141,4.55202007293701,,,,,,,,,IJsselmonde,,,A,07-06-2009,Conversie,
FT446,,,FT,,Fietstrommel,,,,SPOORSNGL,48,,,,,,,,51.9278106689453,4.4679799079895,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT447,,,FT,,Fietstrommel,,,,STADHOUDERSWG,117,,,,,,,,51.9307518005371,4.45973014831543,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT448,,,FT,,Fietstrommel,,,,BERGSELN,328,,,,,,,,51.9329109191895,4.46403980255127,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT449,,,FT,,Fietstrommel,,,,PROVENIERSSTR,32,,,,,,,,51.9272689819336,4.47301006317139,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT45,,,FT,,Fietstrommel,,,,ROCHUSSENSTR,201,,,,,,,,51.9112510681152,4.4618501663208,,,,,,,,,Delfshaven,,,A,07-06-2009,Conversie,
FT450,,,FT,,Fietstrommel,,,,A VD DOESLN,119,,,,,,,,51.9585800170898,4.49256992340088,,,,,,,,,Hillegersberg,,,A,14-07-2010,STREPE,
FT451,,,FT,,Fietstrommel,,,,WEVERSHOEKSTR,65,,,,,,,,51.8899116516113,4.49102020263672,,,,,,,,,Charlois,,,A,14-07-2010,BEHEER-STZ,
FT452,,,FT,,Fietstrommel,,,,ROCHUSSENSTR,331,,,,,,,,51.9090003967285,4.4540901184082,,,,,,,,,Delfshaven,,,A,07-06-2009,Conversie,
FT453,,,FT,,Fietstrommel,,,,HOOIDRIFT,13,,,,,,,,51.9151306152344,4.45253992080689,,,,,,,,,Delfshaven,,,A,14-07-2010,BEHEER-STZ,
FT454,,,FT,,Fietstrommel,,,,GR FLORISSTR,110,,,,,,,,51.9188919067383,4.45665979385376,,,,,,,,,Delfshaven,,,A,07-06-2009,Conversie,
FT455,,,FT,,Fietstrommel,,,,ADAMSHOFSTR,naast 149,,,,,,,,51.9221382141113,4.50884008407593,,,,,,,,,Kralingen/Crooswijk,,,A,07-06-2009,Conversie,
FT456,,,FT,,Fietstrommel,,,,SAENREDAMPLN,3,,,,,,,,51.9384384155273,4.42199993133545,,,,,,,,,Overschie,,,A,07-06-2009,Conversie,
FT457,,,FT,,Fietstrommel,,,,NOORDSNGL,30,,,,,,,,51.929370880127,4.48100996017456,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT458,,,FT,,Fietstrommel,,,,STADHOUDERSWG,117,,,,,,,,51.9307518005371,4.45973014831543,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT459,,,FT,,Fietstrommel,,,,MEYERSPLN ,19,,,,,,,,51.9562187194824,4.46649980545044,,,,,,,,,Hillegersberg,,,A,07-06-2009,Conversie,
FT46,,,FT,,Fietstrommel,,,,GR FLORISSTR,64,,,,,,,,,,,,,,,,,,Delfshaven,,,A,06-07-2010,STREPE,
FT460,,,FT,,Fietstrommel,,,,MATHENESSERLN,424,,,,,,,,51.9141998291016,4.44944000244141,,,,,,,,,Delfshaven,,,A,01-02-2012,OOMEBE,
FT461,,,FT,,Fietstrommel,,,,MATHENESSERLN,424,,,,,,,,51.9141998291016,4.44944000244141,,,,,,,,,Delfshaven,,,A,01-03-2011,OOMEBE,
FT462,,,FT,,Fietstrommel,,,,S GRAVENDYKWAL,82-84,,,,,,,,51.9160308837891,4.4630298614502,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT463,,,FT,,Fietstrommel,,,,S GRAVENDYKWAL,82-84,,,,,,,,51.9160308837891,4.4630298614502,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT464,,,FT,,Fietstrommel,,,,S GRAVENDYKWAL,82-84,,,,,,,,51.9160308837891,4.4630298614502,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT465,,,FT,,Fietstrommel,,,,1E ST JANSHOF,15,,,,,,,,51.9235191345215,4.49566984176636,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT466,,,FT,,Fietstrommel,,,,WOLPHAERTSBOCHT,347,,,,,,,,51.8922882080078,4.4803900718689,,,,,,,,,Charlois,,,A,14-07-2010,STREPE,
FT467,,,FT,,Fietstrommel,,,,B JUNGERIUSSTR,13,,,,,,,,51.8906517028809,4.48666000366211,,,,,,,,,Charlois,,,A,14-07-2010,BEHEER-STZ,
FT468,,,FT,,Fietstrommel,,,,STATENWG,56,,,,,,,,51.9324798583984,4.4570198059082,,,,,,,,,Noord,,,A,14-07-2010,STREPE,
FT469,,,FT,,Fietstrommel,,,,BISSCHOPSTR,33,,,,,,,,51.9329414367676,4.45674991607666,,,,,,,,,Noord,,,A,14-07-2010,BEHEER-STZ,
FT47,,,FT,,Fietstrommel,,,,MAASKD,104,,,,,,,,51.9134101867676,4.49306011199951,,,,,,,,,Feijenoord,,,A,07-06-2009,Conversie,
FT470,,,FT,,Fietstrommel,,,,W G WITTEVEENPLN,19,,,,,,,,51.9072494506836,4.49969005584717,,,,,,,,,Feijenoord,,,A,14-07-2010,STREPE,
FT471,,,FT,,Fietstrommel,,,,W G WITTEVEENPLN,19,,,,,,,,51.9072494506836,4.49969005584717,,,,,,,,,Feijenoord,,,A,14-07-2010,BEHEER-STZ,
FT472,,,FT,,Fietstrommel,,,,SCHIEDAMSESNGL,181,,,,,,,,51.9137191772461,4.47882986068726,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT473,,,FT,,Fietstrommel,,,,KORTENAERSTR,38,,,,,,,,51.9134407043457,4.47635984420776,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT474,,,FT,,Fietstrommel,,,,KORTENAERSTR,38,,,,,,,,51.9134407043457,4.47635984420776,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT475,,,FT,,Fietstrommel,,,,HARINGVLIET,2,,,,,,,,51.9206581115723,4.49803018569946,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT476,,,FT,,Fietstrommel,,,,HENEGOUWERLN,124,,,,,,,,51.9192886352539,4.46339988708496,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT477,,,FT,,Fietstrommel,,,,AKELEISTR,24,,,,,,,,51.9213104248047,4.46341991424561,,,,,,,,,Centrum,,,A,07-06-2009,Conversie,
FT478,,,FT,,Fietstrommel,,,,CLEYBURCHSTR,16,,,,,,,,51.9342613220215,4.457200050354,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT479,,,FT,,Fietstrommel,,,,1E PYNACKERSTR,113,,,,,,,,51.9338188171387,4.48123979568481,,,,,,,,,Noord,,,A,14-07-2010,BEHEER-STZ,
FT48,,,FT,,Fietstrommel,,,,2E PIOENSTR,41-45,,,,,,,,51.8943290710449,4.50311994552612,,,,,,,,,Feijenoord,,,A,06-07-2010,STREPE,
FT480,,,FT,,Fietstrommel,,,,TOLLENSSTR,108,,,,,,,,51.9301910400391,4.48094987869263,,,,,,,,,Noord,,,A,14-07-2010,STREPE,
FT481,,,FT,,Fietstrommel,,,,TOLLENSSTR,96,,,,,,,,51.9305000305176,4.48123979568481,,,,,,,,,Noord,,,A,07-06-2009,Conversie,
FT482,,,FT,,Fietstrommel,,,,SCHIEWG,7,,,,,,,,51.9312896728516,4.46873998641968,,,,,,,,,Noord,,,A,14-07-2010,STREPE,
FT483,,,FT,,Fietstrommel,,,,CARNISSELN,55,,,,,,,,51.8890190124512,4.47855997085571,,,,,,,,,Charlois,,,A,07-06-2009,Conversie,
FT484,,,FT,,Fietstrommel,,,,BURG MEINESZLN,79,,,,,,,,51.9188194274902,4.45101976394653,,,,,,,,,Delfshaven,,,A,14-07-2010,STREPE,
FT485,,,FT,,Fietstrommel,,,,BARONIESTR,54,,,,,,,,51.9433288574219,4.47673988342285,,,,,,,,0633579756,Hillegersberg,,,A,14-07-2010,STREPE,
FT486,,,FT,,Fietstrommel,,,,DORDTSELN,214,,,,,,,,51.8906784057617,4.49408006668091,,,,,,,,0653151487,Feijenoord,,,A,14-07-2010,STREPE,
FT487,,,FT,,Fietstrommel,,,,DORDTSELN,234,,,,,,,,51.8902702331543,4.49410009384155,,,,,,,,0653151495,Feijenoord,,,A,14-07-2010,STREPE,
FT488,,,FT,,Fietstrommel,,,,DORDTSELN,84,,,,,,,,51.8950500488281,4.49424982070923,,,,,,,,0653151967,Feijenoord,,,A,14-07-2010,STREPE,
FT489,,,FT,,Fietstrommel,,,,NARCISSENSTR,53,,,,,,,,51.8919486999512,4.49492979049683,,,,,,,,0653152069,Feijenoord,,,A,14-07-2010,BEHEER-STZ,
FT49,,,FT,,Fietstrommel,,,,DR ZAMENHOFSTR,57,,,,,,,,51.9235801696777,4.50151014328003,,,,,,,,,Kralingen/Crooswijk,,,A,06-07-2010,STREPE,
FT490,,,FT,,Fietstrommel,,,,DAHLIASTR, 17,,,,,,,,51.8952407836914,4.50415992736816,,,,,,,,0653152219,Feijenoord,,,A,14-07-2010,STREPE,
FT491,,,FT,,Fietstrommel,,,,PIMPERNELSTR,37,,,,,,,,51.8945808410645,4.49559020996094,,,,,,,,0653152239,Feijenoord,,,A,14-07-2010,BEHEER-STZ,
FT492,,,FT,,Fietstrommel,,,,STRUITENWG,42,,,,,,,,51.8861312866211,4.46294021606445,,,,,,,,0653152289,Charlois,,,A,14-07-2010,STREPE,
FT493,,,FT,,Fietstrommel,,,,SCHERE,218,,,,,,,,51.874870300293,4.48477983474731,,,,,,,,0653152360,Charlois,,,A,14-07-2010,BEHEER-STZ,
FT494,,,FT,,Fietstrommel,,,,KATEND LAGEDK,118,,,,,,,,51.8928985595703,4.48287010192871,,,,,,,,0653152398,Charlois,,,A,17-05-2011,STREPE,
FT495,,,FT,,Fietstrommel,,,,K DE STOUTEPLN,1,,,,,,,,51.893970489502,4.47116994857788,,,,,,,,0653152496,Charlois,,,A,14-07-2010,BEHEER-STZ,
FT496,,,FT,,Fietstrommel,,,,PR MAURITSSNGL,21,,,,,,,,51.937858581543,4.42414999008179,,,,,,,,0653152502,Overschie,,,A,14-07-2010,STREPE,
FT497,,,FT,,Fietstrommel,,,,PR MAURITSSNGL,21,,,,,,,,51.937858581543,4.42414999008179,,,,,,,,0653150924,Overschie,,,A,14-07-2010,BEHEER-STZ,
FT498,,,FT,,Fietstrommel,,,,BEUKELSDK,20,,,,,,,,51.9217109680176,4.45893001556397,,,,,,,,0653150286,Delfshaven,,,A,14-07-2010,STREPE,
FT499,,,FT,,Fietstrommel,,,,BEUKELSWG,61,,,,,,,,51.9200286865234,4.44441986083984,,,,,,,,0653150340,Delfshaven,,,A,14-07-2010,BEHEER-STZ,
FT5,,,FT,,Fietstrommel,,,,ESSENBURGSNGL,22B,,,,,,,,51.9228286743164,4.45988988876343,,,,,,,,,Delfshaven,,,A,06-07-2010,STREPE,
FT50,,,FT,,Fietstrommel,,,,DR ZAMENHOFSTR,59,,,,,,,,51.9235000610352,4.50146007537842,,,,,,,,,Kralingen/Crooswijk,,,A,07-06-2009,Conversie,
FT500,,,FT,,Fietstrommel,,,,BEUKELSWG,8,,,,,,,,51.9198417663574,4.44700002670288,,,,,,,,0653151660,Delfshaven,,,A,14-07-2010,STREPE,
FT501,,,FT,,Fietstrommel,,,,ESSENBURGSTR,45,,,,,,,,51.9221000671387,4.45201015472412,,,,,,,,0653151706,Delfshaven,,,A,14-07-2010,BEHEER-STZ,
FT502,,,FT,,Fietstrommel,,,,HEEMRAADSSNGL,197,,,,,,,,51.9162483215332,4.45431995391846,,,,,,,,0653150378,Delfshaven,,,A,14-07-2010,STREPE,
FT503,,,FT,,Fietstrommel,,,,HEEMRAADSSNGL,253,,,,,,,,51.9143295288086,4.45444011688232,,,,,,,,0653150563,Delfshaven,,,A,14-07-2010,BEHEER-STZ,
FT504,,,FT,,Fietstrommel,,,,MATHENESSERLN,256,,,,,,,,51.9143791198731,4.44460010528564,,,,,,,,0653150686,Delfshaven,,,A,14-07-2010,STREPE,
FT505,,,FT,,Fietstrommel,,,,V CITTERSSTR,28,,,,,,,,51.9187507629395,4.44677019119263,,,,,,,,0653150716,Delfshaven,,,A,14-07-2010,BEHEER-STZ,
FT506,,,FT,,Fietstrommel,,,,J V AVENNESSTR,9,,,,,,,,51.9207916259766,4.4594202041626,,,,,,,,0653150793,Delfshaven,,,A,14-07-2010,STREPE,
FT507,,,FT,,Fietstrommel,,,,S MULLERPLN,3,,,,,,,,51.9136085510254,4.44732999801636,,,,,,,,0653150819,Delfshaven,,,A,14-07-2010,BEHEER-STZ,
FT508,,,FT,,Fietstrommel,,,,BEUKELSDK,106,,,,,,,,51.920711517334,4.45263004302979,,,,,,,,0653149825,Delfshaven,,,A,14-07-2010,STREPE,
FT509,,,FT,,Fietstrommel,,,,BURG MEINESZLN,13,,,,,,,,51.9175796508789,4.45370006561279,,,,,,,,0653149494,Delfshaven,,,A,14-07-2010,BEHEER-STZ,
FT51,,,FT,,Fietstrommel,,,,MOLENVYVER,25,,,,,,,,51.9558601379395,4.47478008270264,,,,,,,,,Hillegersberg,,,A,07-06-2009,Conversie,
FT510,,,FT,,Fietstrommel,,,,ESSENBURGSNGL,103,,,,,,,,51.9215316772461,4.44730997085571,,,,,,,,0653149643,Delfshaven,,,A,14-07-2010,STREPE,
FT511,,,FT,,Fietstrommel,,,,MATHENESSERLN,452,,,,,,,,51.9145584106445,4.44446992874146,,,,,,,,0653149683,Delfshaven,,,A,14-07-2010,BEHEER-STZ,
